Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
OPRK1	1.49959765580324	5.74196894176275	2.24257870967463	0.0444173252797848	0.910192608003432	-4.44816666022357
GPR18	1.49161084982383	5.54776665661472	1.70674791743456	0.1133785884379	0.910192608003432	-4.51715387940115
HOXD9	1.46570449254431	5.89147432845257	2.77766837920582	0.0166099332994217	0.910192608003432	-4.38112528173355
SERPINA5	1.45150296973355	6.01285370060134	2.81749410628373	0.0154235909670232	0.910192608003432	-4.37634529733363
C2orf72	1.44957966949575	5.20993054042643	2.88886099454635	0.0135038001798401	0.910192608003432	-4.36787008286909
CLEC4E	1.44571774993089	6.74414988645044	1.84716293896341	0.0893097171577534	0.910192608003432	-4.4992596122482
IGLJ3	1.44375980962772	6.15201959367287	3.64612041772922	0.00330697421831856	0.910192608003432	-4.28604223593846
MIR6080	1.44244334614897	5.13446597932812	2.57263691356381	0.02429151377147	0.910192608003432	-4.40625845429668
ACTC1	1.4383520093096	10.8603170080001	2.33416255698421	0.0376217230245285	0.910192608003432	-4.43640404198708
ERGIC2	1.43777961889762	6.22187677298105	2.26682234486577	0.0425125796689259	0.910192608003432	-4.44504564942567
FKBP5	1.41877078405872	6.39595257125882	1.09296014617892	0.295693901679911	0.910192608003432	-4.58856339698535
CCDC82	1.40385958559783	5.49498169146922	3.02301296489119	0.0105152454147525	0.910192608003432	-4.35226917914577
TBX4	1.39945105009364	4.91403188260257	2.743135676798	0.0177112356794467	0.910192608003432	-4.38529821404719
MAFG	1.3981709667984	5.64797680625498	2.19634063539404	0.048276844967005	0.910192608003432	-4.45413086762111
217386_at	1.39597918278942	5.8391748392211	2.32011617354578	0.0385952886158077	0.910192608003432	-4.43820290321331
FAM76A	1.38934903154933	6.05029555910083	3.22300290111114	0.0072426351175453	0.910192608003432	-4.32986387463392
PMS2CL	1.38644820601011	6.29006098637517	2.69883561132613	0.0192299028171665	0.910192608003432	-4.39068858634347
GPR75	1.37938644726316	5.71200148763565	2.99910440666066	0.0109947704650629	0.910192608003432	-4.35501696336388
ST7L	1.37827271000022	5.68351496991383	3.51202179370566	0.00423504753023562	0.910192608003432	-4.29939305788229
KDM5D	1.37090103384098	6.56431331316325	1.80255520581522	0.0964035882381351	0.910192608003432	-4.50497503617068
ITGA7	1.37003743329036	8.62486526643957	1.74558233312555	0.106200263610762	0.910192608003432	-4.51223537938306
217244_at	1.36803932816728	6.29151719756131	2.6087233838497	0.0227242385495866	0.910192608003432	-4.40177545078881
SMC2	1.36719992123935	5.98943716779462	2.48050239240573	0.028785763485398	0.910192608003432	-4.41780595684102
USB1	1.36620257866288	6.05495807725997	2.64169911267177	0.0213787564501832	0.910192608003432	-4.39769998268282
MRPL42	1.36365788586733	6.89572775102959	1.60042300060571	0.135274875320444	0.910192608003432	-4.53046286921748
CNNM4	1.35766939155441	6.62749169051717	1.90780928435284	0.0804249230615991	0.910192608003432	-4.49145543746725
MYOD1	1.35627946233406	5.94531402907302	2.28881446039928	0.0408521965514466	0.910192608003432	-4.44221873805814
FKTN	1.355823217127	5.55741562075734	2.75469892617227	0.0173346738390983	0.910192608003432	-4.38389803955923
E2F8	1.35048754503209	5.45516989457969	2.51347057568655	0.0270918420401843	0.910192608003432	-4.41365795455227
ITGB1BP2	1.34397501887442	7.97534193981639	2.4868185930666	0.028453475707042	0.910192608003432	-4.41700994643677
TTR	1.32980998686707	5.33789721204138	1.87809253252986	0.0846725533932012	0.910192608003432	-4.49528372189733
GAPDHS	1.32973747258751	5.87253724304806	1.91511745427641	0.0794105972027371	0.910192608003432	-4.49051287380332
CHRM5	1.32949103550009	6.76605599936947	3.3134915642821	0.00612016205782368	0.910192608003432	-4.320076843913
HNRNPCL4	1.32917621232722	5.75869804817042	2.65861549747115	0.0207191224230228	0.910192608003432	-4.39561737821187
SLC46A3	1.31936313943035	6.60698754956712	2.55325983055003	0.0251760836006244	0.910192608003432	-4.40867523700493
IFNA21	1.30732997311576	5.87430454521036	2.99235230690956	0.0111341077299305	0.910192608003432	-4.35579557743961
LRRC6	1.30234150642892	5.54390460517282	2.81945993928392	0.015367253602706	0.910192608003432	-4.37611027408864
NEUROD4	1.29727674327412	6.64027272908311	2.22160565532336	0.0461302403113575	0.910192608003432	-4.45087019982093
KIAA0753	1.29033179502821	6.29200600713666	2.60431127555313	0.022910428733553	0.910192608003432	-4.40232229075305
ZBTB24	1.28091482075746	5.76813773035792	2.81362090493755	0.015535188860527	0.910192608003432	-4.37680860990481
AL080233	1.27025403697869	7.35633108084946	2.54134924886566	0.0257352890778955	0.910192608003432	-4.41016398776927
SPTB	1.27001315938803	8.87629194693674	2.27968205287124	0.0415340402092062	0.910192608003432	-4.44339211896591
LOC157562	1.26868609006214	6.03415159322168	2.34889193300141	0.0366260934046317	0.910192608003432	-4.43451999524266
DNAJC12	1.26772308129756	7.21653447958901	2.45319466642653	0.0302661339477745	0.910192608003432	-4.42125438555136
ESRRG	1.26469466254768	7.87481011282077	2.86980610471988	0.0139918765558529	0.910192608003432	-4.37012136143045
DCLRE1B	1.2644694415805	5.54813248549281	2.37042152761445	0.0352161353813988	0.910192608003432	-4.43177054977492
HOXA11	1.25861424069317	5.75384386720351	1.51581806068832	0.15524577850028	0.910192608003432	-4.54084935191994
MMP3	1.2586022183502	6.00272289416687	3.10519497955219	0.0090209598468969	0.910192608003432	-4.34293537965811
SAMHD1	1.25809125470246	6.97331847566851	3.30320218397299	0.00623838979383992	0.910192608003432	-4.32117847926702
HMGN4	1.25806929890242	8.58087885405559	1.39977288378805	0.186694577785659	0.910192608003432	-4.55472328062871
SCARA3	1.25131512848188	5.89785065855619	2.15227624861318	0.0522482978861119	0.910192608003432	-4.45982606339145
ZBED2	1.25070716099996	6.22886682991549	1.87669823866862	0.084876785908031	0.910192608003432	-4.4954631546115
SGCA	1.25030195734057	6.87052544655905	1.04631655084492	0.315866998507815	0.910192608003432	-4.59325399580941
BDH1	1.24925594723684	7.3032783987101	1.86764861319053	0.0862132924356431	0.910192608003432	-4.4966273134786
EXOC6B	1.24685908429093	6.11556357984534	3.18472740853593	0.00777792461902593	0.910192608003432	-4.3340702774787
NFKBIB	1.24676178950101	5.62412353424852	1.94441811179153	0.0754604868876026	0.910192608003432	-4.48673017929677
SPDL1	1.23976436543275	5.82067678316588	3.4092694688588	0.00512282318368854	0.910192608003432	-4.30996200689046
ZNF460	1.23919574702578	5.87295455284791	1.92804793650107	0.0776445892911186	0.910192608003432	-4.4888442453043
GTF2H3	1.23759614046573	6.13819351115244	2.32276848615481	0.0384096278118801	0.910192608003432	-4.43786307442557
CKB	1.22968898357147	8.39981279763814	3.47394487298178	0.00454418027919819	0.910192608003432	-4.30327535593746
SSX3	1.22823716950405	6.60786912497609	2.50272370117881	0.0276331118915924	0.910192608003432	-4.41500822362792
AK022192	1.22353051716355	5.55941742280766	3.08427067054706	0.00937992776710553	0.910192608003432	-4.34529531559199
MYOG	1.22035650111555	5.79588857742398	1.92454075867067	0.0781199968143976	0.910192608003432	-4.48929694600657
ARHGEF10	1.21875257743383	5.22923517967507	1.62889775427464	0.12907481887661	0.910192608003432	-4.5269238863325
PHKA1	1.21636984420499	7.30735819393351	1.90380133022216	0.0809862202455209	0.910192608003432	-4.49197218796066
CNTLN	1.21557763172211	6.1429220269007	2.58790836453604	0.023615786150052	0.910192608003432	-4.40435841268543
SCD	1.20980361946752	6.40366396107891	2.35816796628489	0.0360120958143743	0.910192608003432	-4.43333473667947
AK024606	1.20313563183223	6.73423647302645	2.51436619061852	0.0270472015992166	0.910192608003432	-4.41354551073913
INO80B	1.20285062828272	6.28592370827645	3.17033301287572	0.00798938946400416	0.910192608003432	-4.33566233639245
KHDRBS2	1.20230027851133	6.01674259877114	1.78932329748489	0.0986034869707848	0.910192608003432	-4.50666550285443
SERPINI2	1.20155137246802	6.23903323252654	1.76680588422988	0.102451107407134	0.910192608003432	-4.50953650020993
CHRNA1	1.20118147575314	8.05360679029184	3.17252722162083	0.00795678495191272	0.910192608003432	-4.33541929434885
LRP2BP	1.20071093528711	5.7360843606616	2.19272872090787	0.0485913390111561	0.910192608003432	-4.45459732798759
LOC51145	1.19955351135835	5.64335377825566	2.27705228863163	0.0417323863087294	0.910192608003432	-4.44373014341793
LNPEP	1.19928798240079	5.45649065919026	1.68795064950756	0.117005487485553	0.910192608003432	-4.51952453707722
AK000185	1.19788128412323	6.59067908897879	2.59745083846458	0.0232029020773542	0.910192608003432	-4.40317329092269
RPLP2	1.19558296646845	5.05551863788259	1.88564187062133	0.0835745023385614	0.910192608003432	-4.49431188554565
DKFZP434A062	1.19415489782552	5.98432367013951	2.70409980303315	0.019042939343412	0.910192608003432	-4.39004590816545
220450_at	1.19035899066297	5.46091592236635	2.87216798793862	0.0139304406937409	0.910192608003432	-4.36984184798988
HSPA1L	1.18650897669216	8.45416283869586	1.96379295846328	0.072948542083202	0.910192608003432	-4.48422612316116
217708_x_at	1.18569317631016	7.68020014354706	2.29431111249877	0.0404469655037071	0.910192608003432	-4.4415128661127
RAPGEF3	1.18361351242531	6.03225935641181	1.92579549634692	0.0779496079079909	0.910192608003432	-4.48913499595193
TRAK1	1.18348393224521	7.76160387328866	2.18494434470801	0.0492757299933712	0.910192608003432	-4.45560288423929
VPS53	1.18112268894148	6.12026150951379	2.02569894993293	0.0654304120172199	0.910192608003432	-4.47621505716102
SACS	1.17961411928547	8.54446318695653	3.2837231046722	0.00646857168152322	0.910192608003432	-4.32327193708999
APOBEC2	1.17836152668914	11.2092202957292	1.82770508630442	0.0923438514144071	0.910192608003432	-4.50175562465924
SLC45A2	1.17592728931467	6.15877173191805	1.65077625215286	0.124481353399991	0.910192608003432	-4.52419150725561
AL117520	1.17554501320781	5.94013648885399	3.15259449743912	0.00825795530565818	0.910192608003432	-4.33763184469686
TRIM62	1.174689455614	6.093846605185	1.70927856047217	0.112897999240528	0.910192608003432	-4.51683420021947
CD1B	1.16385266412636	6.63360666135035	2.2943089092228	0.0404471271654303	0.910192608003432	-4.44151314899776
UGT2B15	1.16155806576306	6.37981807597421	2.23344681599062	0.0451555938253681	0.910192608003432	-4.44934342639315
KRBOX4	1.16023737155678	5.34644858019997	1.61416134530001	0.132251802029609	0.910192608003432	-4.52875790664693
SPRYD7	1.15632963193127	6.31533219296022	3.40347424883291	0.00517819470954706	0.910192608003432	-4.31056682676175
CD5L	1.1548780614651	5.68194439089867	1.94076068100524	0.0759435059025172	0.910192608003432	-4.48720264558872
DEFB126	1.15463313698866	5.72872454651775	2.60136191297333	0.0230357216404145	0.910192608003432	-4.40268803730287
POTEKP	1.15217623941657	5.19465406659535	1.12245896410984	0.283446880584263	0.910192608003432	-4.58552751824621
TMEM63A	1.14665785452425	5.98084163702365	2.73496036652966	0.0179823208616376	0.910192608003432	-4.38628987221897
PEG10	1.14443480089172	5.8061861942247	2.00636642171735	0.0676974671222776	0.910192608003432	-4.47871806784172
BCR	1.14300178884098	5.74594666063118	1.36305741510666	0.197691429737041	0.910192608003432	-4.55900797137168
MYH3	1.14296354284143	6.35456555358474	1.84391771366175	0.0898093942801943	0.910192608003432	-4.49967619983973
GRB14	1.14211845033066	7.85373771833739	2.15558898831293	0.0519393335284654	0.910192608003432	-4.45939759414583
AL080180	1.13966160948435	5.35138097990645	2.29659653539319	0.0402796079911296	0.910192608003432	-4.44121945855955
RAD51C	1.13546974325484	6.4050833457299	1.75112890487925	0.105208798212404	0.910192608003432	-4.51153075518442
220715_at	1.13414983281157	5.94184719248465	2.85892612667141	0.0142783690810076	0.910192608003432	-4.37141062067035
PRAMEF12	1.13236582292494	5.61885725065597	2.4358065607802	0.0312468301431594	0.910192608003432	-4.42345583312288
ZNF174	1.1305550317059	6.29958801044352	2.37746703177738	0.0347661552582922	0.910192608003432	-4.43087198928278
CCL11	1.13039834785708	6.09240419871598	2.02759908106821	0.065211434773797	0.910192608003432	-4.47596900393737
MED24	1.12624686588165	5.52924239366837	1.67919184927998	0.118730276420937	0.910192608003432	-4.52062676489236
COLEC10	1.12574038812363	6.27618130960257	1.61762119410912	0.131499829139931	0.910192608003432	-4.52832778694168
ANXA10	1.11490763178551	5.91055265340512	2.32872256950913	0.0379959511452624	0.910192608003432	-4.4371004715071
AK000864	1.11293772990788	6.02188926414369	1.85709045827156	0.0877967686814862	0.910192608003432	-4.49798451999578
ZNF701	1.1120526535178	5.85030922541814	2.46208881857507	0.0297760673123637	0.910192608003432	-4.42013001317335
PRLR	1.10934223549885	5.66232125779813	2.64287356600701	0.0213323029466672	0.910192608003432	-4.39755521421744
ZNF391	1.10567855630199	5.82612184866205	2.94476935244576	0.0121672752872356	0.910192608003432	-4.36131469996049
MAGEA10-MAGEA5	1.10506361728294	5.94444399011575	2.22996264584924	0.0454403291234667	0.910192608003432	-4.44979256660777
ZNF277	1.10468201993248	6.51491763142176	2.88118106334975	0.0136984484218691	0.910192608003432	-4.36877641400671
C2CD3	1.1033572447771	6.45151974106059	2.05093453621655	0.0625771419931003	0.910192608003432	-4.47294684718417
PCDHA9	1.10155973941938	6.05814716902079	1.97339917906568	0.071731869219646	0.910192608003432	-4.48298390715174
HSPA1B	1.09938816854802	10.6236260432652	2.05950404018463	0.0616348646996613	0.910192608003432	-4.47183691072327
CDH19	1.09879589760449	5.86674542808429	2.90327604563935	0.0131458384398035	0.910192608003432	-4.36617270048649
FOXG1	1.09866547623324	5.70299707855896	1.95305716985892	0.0743307620433335	0.910192608003432	-4.4856138879772
ANKRD55	1.09675152370437	6.67855352439721	2.90334576800333	0.0131441301789446	0.910192608003432	-4.36616450266657
TIMP4	1.09672422256656	6.33682184655815	1.66292570712691	0.121993055909234	0.910192608003432	-4.52266949148836
DUSP10	1.09637783717079	7.39964005558412	2.75302855055829	0.0173885785384816	0.910192608003432	-4.3841001251288
NABP2	1.09384710679235	6.41275996970046	2.61254427770584	0.0225641929586383	0.910192608003432	-4.40130217805165
CSRP3	1.08924459911695	12.2458783407778	2.09849457143164	0.0575123350257703	0.910192608003432	-4.46678707226649
PLCB3	1.08867346503831	6.09375291821236	2.08317510546381	0.0591003598193282	0.910192608003432	-4.46877102212578
RNASE2	1.08455340716799	6.00535321098889	2.87811004184043	0.0137770610679572	0.910192608003432	-4.36913922412576
ONECUT1	1.08426815193463	5.59667051508607	2.03689282148539	0.0641501671142868	0.910192608003432	-4.47476545255331
217135_x_at	1.08005414210151	6.78916606762377	2.6253276223261	0.0220367084022199	0.910192608003432	-4.39972076182933
SLC34A1	1.07744360301969	5.97283472289397	1.5354022435231	0.1504103277846	0.910192608003432	-4.53846353222332
SYNC	1.07381868624143	8.54501445352671	2.32720927611504	0.038100685540281	0.910192608003432	-4.43729425986294
NR2C2	1.07310980436012	5.68267311117721	2.38438957904197	0.0343294124125005	0.910192608003432	-4.42998969960813
DNAJC22	1.07174837587976	6.17980226444239	1.28536697904576	0.222721405539398	0.910192608003432	-4.56788422033127
220033_at	1.07140871199018	6.55066762382708	2.25798832885608	0.0431974643201787	0.910192608003432	-4.44618235566886
MPL	1.07128915854182	5.09474496154581	1.56587227460232	0.143144607251997	0.910192608003432	-4.53472891153174
CACNA2D2	1.06992686313321	6.03123388641791	2.24536975956198	0.0441939791426008	0.910192608003432	-4.44780711947339
DRC3	1.06842346548538	6.06486085959365	1.70491302414947	0.113728183827442	0.910192608003432	-4.51738559312725
GAL3ST4	1.06718504293078	7.02538023732298	1.45209253185546	0.171908677759079	0.910192608003432	-4.54852704491428
AL137285	1.06631773810929	5.89670507298315	1.94753816707723	0.075050670048166	0.910192608003432	-4.48632707052416
RPS11	1.06589278790846	7.05357467261418	0.883319755689722	0.394275155540613	0.910192608003432	-4.60849145899723
MFAP3	1.06577793850581	6.79936872312774	1.30176214611838	0.217235602352869	0.910192608003432	-4.56603372652121
PDE11A	1.06350116048857	6.15168409559838	2.43693990086427	0.0311819851567332	0.910192608003432	-4.42331221432078
DNAJB4	1.06270370883131	8.5995221514399	1.79409267642587	0.0978053893951793	0.910192608003432	-4.5060564601609
PIGH	1.06245930831457	5.48171756058774	1.59176859307671	0.13720998443803	0.910192608003432	-4.53153442600667
TOP3A	1.06174103398946	6.67506481073445	1.71813036237939	0.111231171890015	0.910192608003432	-4.51571506825991
POU2F2	1.06103501366818	6.70416031280129	2.8294531408788	0.0150839999255851	0.910192608003432	-4.37491690324835
DEC1	1.05674568027189	5.88660606200022	2.34767647234313	0.0367072869330923	0.910192608003432	-4.43467537483016
ASL	1.05552022995444	5.74301925269166	3.2253388259982	0.00721119519943418	0.910192608003432	-4.329608435569
SPATA31A5	1.05443727631933	5.78632320739514	1.97093238872847	0.0720425013046729	0.910192608003432	-4.48330293625791
TTC31	1.05410329642536	5.99814151872489	2.07647594781473	0.0598075990879135	0.910192608003432	-4.46963867443149
ALOX15B	1.05396027057768	7.02907242689939	3.10654349046761	0.00899830376135423	0.910192608003432	-4.34278367990265
KCNE1	1.05342708686645	6.21213387130967	2.27095673303663	0.0421956100779055	0.910192608003432	-4.44451388538066
PC	1.0523560570136	5.69588892054358	1.24649062742142	0.23617605611765	0.910192608003432	-4.57222063070395
MYH4	1.05209205023502	6.13098466740356	1.74803456938145	0.105760894493098	0.910192608003432	-4.51192391537753
APIP	1.05139502083354	7.82642483094367	2.71866272676032	0.0185349834852416	0.910192608003432	-4.38827097735683
ZNF471	1.04728533865474	4.98517392317571	1.43151162364545	0.177603199874155	0.910192608003432	-4.55097662423872
BTK	1.04549099643745	5.22951984436821	1.63859426385464	0.127020984277439	0.910192608003432	-4.52571426980647
LRRC36	1.04389761239621	4.83323984881969	1.12664461367344	0.281740918980718	0.910192608003432	-4.58509253176911
TBC1D3I	1.04134028549526	6.81022895809229	2.18072807204279	0.0496502096875406	0.910192608003432	-4.45614766009943
GNPDA1	1.04022907182857	5.56649603297813	1.7204213218574	0.110803354838734	0.910192608003432	-4.51542518716836
KIR3DL1	1.03745849776548	6.54629742842052	1.52852622291169	0.152093128735067	0.910192608003432	-4.53930252891705
207882_at	1.03601768207487	6.3922745743008	2.20769427542758	0.047300757878917	0.910192608003432	-4.45266509521174
PRTN3	1.0333087248246	5.90809519027476	2.26009565483721	0.0430331403584536	0.910192608003432	-4.445911139971
CD83	1.03206588190627	7.3355276748124	2.00219230989305	0.068196409660159	0.910192608003432	-4.47925837794927
PPBPP2	1.03116469235718	5.5682251794192	1.25009378893941	0.234902344544786	0.910192608003432	-4.57182184590793
LOC105377443	1.03058961217891	6.08650220093234	1.52249761946046	0.15358180110189	0.910192608003432	-4.54003694405934
NPFF	1.02965948720855	6.67479051745054	2.14483913882274	0.0529482363097136	0.910192608003432	-4.46078813161376
AMN	1.02873084816112	6.32331951348348	2.49634216300057	0.0279594699765491	0.910192608003432	-4.41581088954511
ADIPOQ	1.02659823333721	8.18875157199458	2.35073281582271	0.0365034490567343	0.910192608003432	-4.43428469589724
LIAS	1.02615450204288	6.02446528627104	1.33714253287335	0.205770823895114	0.910192608003432	-4.56199849812612
PADI2	1.0258879608917	8.45935523235794	2.52322078153825	0.0266096862097804	0.910192608003432	-4.41243452567278
CLEC5A	1.02573102847659	6.08877048271142	1.65215824280782	0.124196079883934	0.910192608003432	-4.52401854420053
DEF8	1.02305299077623	6.17031131559005	1.80258914499908	0.0963980029091398	0.910192608003432	-4.50497069714284
BBS4	1.02206648048709	6.15546745097446	2.86995259603335	0.0139880583050173	0.910192608003432	-4.37010402133676
CYP26B1	1.0218967006403	6.11413037228161	1.57058717560219	0.14204783725894	0.910192608003432	-4.53414865743278
TAPT1	1.02176777143039	5.71559856855432	2.21548900149663	0.0466414810813504	0.910192608003432	-4.45165923894938
MICALL2	1.01846345719128	5.58807266383847	1.46574860127329	0.168215766095925	0.910192608003432	-4.54689331576482
SMIM2	1.01375097985878	6.36497511859858	1.89511975256686	0.0822143376693799	0.910192608003432	-4.49309107927442
PRKG1	1.01287652654663	6.61838231364291	2.17009800191872	0.0506063072567995	0.910192608003432	-4.45752154248453
GLYR1	1.01231427284706	6.79650346942208	2.34667233065261	0.0367744943430984	0.910192608003432	-4.43480375275597
MRPL35	1.00934353370984	7.56336419817016	1.25265265384802	0.234001123993322	0.910192608003432	-4.57153824613097
GRM1	1.00887687200976	5.79288709686858	1.88212825490225	0.0840839325167042	0.910192608003432	-4.49476426164343
ZNF654	1.00871189136898	5.78725986662869	2.22960149513309	0.0454699405149227	0.910192608003432	-4.44983912700771
OSBPL3	1.00481371153462	7.11035748147262	2.33556240191248	0.0375259971194965	0.910192608003432	-4.43622488455007
MSRB1	1.0031197887417	8.63993036944865	1.30139728450832	0.217356482773822	0.910192608003432	-4.56607504411829
NMBR	1.00311890163123	6.72135285130612	2.07081529077097	0.0604113546950133	0.910192608003432	-4.47037184563492
HSPB7	1.00262067959274	11.225231862897	1.79471994595425	0.0977008571489567	0.910192608003432	-4.50597633518908
ACKR4	1.00118398736853	5.44756486767425	1.72661883871651	0.109653349112847	0.910192608003432	-4.51464052313478
MIR7112	0.998152247010838	7.1167344936782	2.40180458218178	0.0332539101071188	0.910192608003432	-4.42777278330221
DUSP12	0.996169675824549	6.33594649527495	1.87910368470806	0.0845247226597307	0.910192608003432	-4.49515358479087
GP5	0.99597499870837	5.80925254605986	2.08596045405182	0.0588086130321369	0.910192608003432	-4.46841028446967
221379_at	0.994722973174818	6.14826795834652	1.56005044966196	0.144508961993507	0.910192608003432	-4.53544453563826
TMEM143	0.993697826289183	6.6891429455017	1.67399188604359	0.119764848209848	0.910192608003432	-4.52128039213527
HAND1	0.992879715824571	6.64375432621688	1.64388475390705	0.125912521128679	0.910192608003432	-4.52505336919977
MIR637	0.992118247571289	6.54023750854816	1.97164953568406	0.0719520664542718	0.910192608003432	-4.48321019061861
SFTPC	0.991557681848451	6.56392927271286	2.40938574273104	0.0327959191689378	0.910192608003432	-4.42680892557918
PLN	0.989433443560365	11.3726725456559	1.93687178715973	0.0764602076829619	0.910192608003432	-4.48770492554012
PDE4D	0.989145054812026	9.0362357748728	2.43802258921391	0.031120159604744	0.910192608003432	-4.42317503101794
MNT	0.986826600506022	6.71572959633466	1.84906106693882	0.089018626819631	0.910192608003432	-4.4990158975441
KIZ	0.986603327279148	5.35483070941423	1.27912163033696	0.224840285546949	0.910192608003432	-4.56858578882848
CYP46A1	0.982975067406139	6.96074315591046	2.81243130307725	0.0155696247458485	0.910192608003432	-4.37695097814654
IL36RN	0.982926093002442	6.25971355001367	2.03024265768817	0.0649079123557691	0.910192608003432	-4.47562667012452
EFCAB1	0.982400739365827	6.03629776814389	2.31554466490343	0.0389173083952734	0.910192608003432	-4.43878879932183
ECSIT	0.982099033739212	7.44676101713423	1.44543783119117	0.173732902727472	0.910192608003432	-4.54932077846462
S100A3	0.979163885299275	5.87568305381086	1.41705175150514	0.181698115725601	0.910192608003432	-4.55268832409049
USF2	0.978350379982141	8.524298633466	1.36734784183769	0.196379372119033	0.910192608003432	-4.55851012113668
RNF141	0.977927328884621	6.3464453256257	2.40145248270752	0.0332753300237576	0.910192608003432	-4.42781756691993
FPR2	0.977609726277563	5.91182245163473	1.630944121384	0.128638969370672	0.910192608003432	-4.52666879158348
APOD	0.976146988177046	11.0471724959314	1.63668266599876	0.127423601660829	0.910192608003432	-4.52595291175425
SLC31A2	0.97393353663225	6.2702400178762	1.36578056993018	0.196857824668077	0.910192608003432	-4.55869207229404
MYH8	0.973888306254947	7.26993344563745	1.7530830982104	0.104861456634938	0.910192608003432	-4.51128237847499
UHRF1BP1L	0.97280252648498	5.60043365668224	2.06240683478818	0.0613186914712581	0.910192608003432	-4.47146093185706
IMPG2	0.971899570545822	5.7027311264248	2.43272855578169	0.0314235982611047	0.910192608003432	-4.42384597376122
